City,County,Zipcode,Total Population 2013,Total Population 2013 Margin of Error,Total Unemployment 2013,Total Unemployment 2013 margin of Error,Age Group 16-19 2013,Age Group 16-19 2013 Margin of Error,Age Group 16-19 2013 Unemployment,Age Group 16-19 2013 Unemployment Margin of Error,Age Group 20-24 2013,Age Group 20-24 2013 Margin of Error,Age Group 20-24 2013 Unemployment,Age Group 20-24 2013 Unemployment Margin of Error,Age Group 25-44 2013,Age Group 25-44 2013 Margin of Error,Age Group 25-44 2013 Unemployment,Age Group 25-44 2013 Unemployment Margin of Error,Age Group 45-54 2013,Age Group 45-54 2013 Margin of Error,Age Group 45-54 2013 Unemployment,Age Group 45-54 2013 Unemployment Margin of Error,Age Group 55-64 2013,Age Group 55-64 2013 Margin of Error,Age Group 55-64 2013 Unemployment,Age Group 55-64 2013 Unemployment Margin of Error,Age Group 65-74 2013,Age Group 65-74 2013 Margin of Error,Age Group 65-74 2013 Unemployment,Age Group 65-74 2013 Unemployment Margin of Error,Age Group 75+ 2013,Age Group 75+ 2013 Margin of Error,Age Group 75+ 2013 Unemployment,Age Group 75+ 2013 Unemployment Margin of Error
Arvada,Jefferson,80001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvada,Jefferson,80002,15268,809,6.9,2.1,693,191,30.4,17.7,1359,244,7.6,5.6,5570,668,7,4.4,3027,364,4.6,2.6,2480,361,6,3.2,1352,255,5,7.7,787,136,0,24.3
Arvada,Jefferson,80003,27523,862,10.3,1.4,1764,294,29.1,9.3,2462,526,7.2,3.9,9768,562,11.2,2.5,5109,442,6.7,2.8,4148,420,10.9,3.8,2518,305,2.4,3.5,1754,233,4.7,12.4
Arvada,Jefferson,80004,28845,671,7.7,1.3,1728,256,23.2,7.6,2187,406,13,5.2,8260,498,5.9,1.8,5637,344,6.2,2.1,5041,399,6.8,2.8,2849,240,9,5.2,3143,313,0,19.5
Arvada,Jefferson,80005,21425,614,5.7,1.2,1530,182,17.6,7.2,1364,224,7.8,4.9,6337,371,4.8,1.8,4690,333,5.8,3,3908,309,4.3,1.9,2256,212,4.7,4.3,1340,179,9.6,13.7
Arvada,Jefferson,80006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvada,Jefferson,80007,5408,255,6.8,2.2,438,118,20.8,15.4,204,76,23.4,20.9,1294,104,3.5,2.8,1307,165,2.2,1.6,1259,156,9.9,6,643,78,5.9,6.2,263,74,42.9,35.1
Aurora,Arapahoe,80010,30041,978,14.6,1.8,2589,380,24.9,8.6,3627,415,18.1,4.3,13634,719,13.2,2.7,4385,411,15.1,4.2,3261,414,10.4,4.1,1322,206,12,8.4,1223,215,9,16.2
Aurora,Adams,80011,34490,1068,13.9,1.5,2764,341,36.5,12.3,3946,526,13.4,4.5,13960,645,12.4,2.2,5456,495,13.2,3.4,4265,411,10.2,3.3,2327,272,15,11.1,1772,212,26.9,22.9
Aurora,Arapahoe,80012,36252,1085,12.3,1.5,2238,378,49.6,11,3652,532,16.8,5,13803,685,9.7,2.1,6028,512,10,2.7,5281,470,9.1,3.5,2830,326,10.4,5.9,2420,285,0,18.3
Aurora,Arapahoe,80013,53699,1179,9.8,1.1,3835,507,33.7,8.6,4264,503,12.8,3.7,22270,824,9.3,1.9,10558,622,6.7,1.7,8417,528,7,1.9,3030,278,10.3,5.8,1325,206,0,31.3
Aurora,Arapahoe,80014,30292,888,8.9,1.5,1397,319,38.8,16,1934,308,12.3,5.9,10096,592,8.1,2.4,4611,430,7,2.3,4938,454,7.9,2.7,3546,391,4.8,4.3,3770,314,5.1,7.6
Aurora,Arapahoe,80015,48239,892,7.5,0.9,4265,410,36.1,7.8,3206,415,12.6,3.7,19045,642,6.3,1.3,10465,485,4.4,1.4,7365,470,5.9,1.9,2658,294,4.6,3.6,1235,181,0,68
Aurora,Arapahoe,80016,31212,669,4.3,0.9,2360,342,22.9,10.1,2080,339,5,3.3,11806,571,3.1,1.1,6462,463,3.8,1.6,4567,404,3.6,1.5,2952,276,4.9,4.9,985,240,0,36
Aurora,Arapahoe,80017,25211,947,12.4,1.8,1869,348,53.7,15.7,2580,488,18.1,7.3,11104,575,10,2.2,4377,529,9.1,4.2,3274,346,10.1,3.3,1557,165,5.4,6.1,450,134,0,44.7
Aurora,Arapahoe,80018,7345,578,6.2,2.4,418,153,0,26.3,355,142,25.8,23.5,3370,438,6.2,3.9,1415,299,3.6,4.1,1201,248,5.5,4.8,395,165,0,17.2,191,128,0,**
Aurora,Adams,80019,1712,392,10.6,5.1,179,139,0,40.7,152,117,21.1,18.8,668,195,14.5,10.6,430,172,3,4.9,147,95,14.2,24.7,72,73,0,38.9,64,53,0,76.6
Broomfield,Broomfield,80020,37349,640,7.2,1.2,2331,320,21.1,8.5,3125,320,13.6,5,14517,560,6.2,1.8,7306,353,3.3,1.2,5606,361,8.5,3.1,2562,197,12,7.1,1902,166,9.9,13.8
Broomfield,Jefferson,80021,25028,626,7.1,1.4,1509,241,20.6,10.3,2657,387,7.2,3.5,9775,586,6.9,1.9,4941,377,6.6,2.4,3261,364,5.9,3,1507,194,2.5,3.4,1378,257,0,29.9
Commerce City,Adams,80022,30967,850,11.6,1.7,2528,341,37.4,9.2,2332,342,19.6,7.2,13144,592,8.1,2.4,4987,433,13.3,3.5,4343,419,8.9,4,2304,324,3.1,2.7,1329,256,0,53.3
Dupont,Adams,80024,282,216,47.5,26.1,29,45,48.3,8.7,54,77,100,40.4,139,107,0,28.7,44,61,100,44.7,16,20,0,74.1,0,12,0,**,0,12,0,**
Eldorado Springs,Boulder,80025,188,81,0,18.5,0,12,0,**,0,12,0,**,0,12,0,**,91,95,0,29.2,56,51,0,58.2,17,28,0,71.9,24,39,0,60.5
Lafayette,Boulder,80026,21334,412,8.4,1.7,1149,245,16.8,13.8,1515,284,13.1,6.5,7729,485,5.4,2.3,4345,389,8.9,3.4,3858,336,12.1,4,1651,211,7.8,9.2,1087,255,0,22.9
Louisville,Boulder,80027,24595,368,4.8,0.9,1736,253,21.3,8.7,1929,351,4.7,3.6,9082,386,2.2,1.2,5653,360,5.8,2.1,3894,356,6.3,2.3,1246,147,7.3,5.8,1055,204,0,71.9
Louisville,Boulder,80028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westminster,Adams,80030,11828,778,14.3,2.5,730,203,45.7,17.4,945,300,20,9.8,4479,446,10.3,3.4,2162,356,16.1,5.8,1609,254,13.1,5.3,826,165,0,19.1,1077,209,0,69.9
Westminster,Adams,80031,26963,744,8.3,1.6,1442,262,30,10.4,2154,366,12.7,5.2,10414,628,7.9,2.4,4417,323,5.5,2.3,4382,356,3.4,1.7,2599,258,19.2,8.1,1555,260,4.9,8.7
Wheat Ridge,Jefferson,80033,20427,522,9.9,1.8,1055,211,37.7,19.6,1302,310,22.7,11.8,6454,469,7.8,2.9,3810,354,7.7,3.4,3237,370,9,3.4,1890,238,9.8,7.3,2679,317,0,24.8
Wheat Ridge,Jefferson,80034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westminster,Adams,80035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westminster,Adams,80036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commerce City,Adams,80037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broomfield,Broomfield,80038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Adams,80040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Arapahoe,80041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Adams,80042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Arapahoe,80044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Adams,80045,529,142,5.1,6.5,0,12,0,**,170,134,0,39.3,297,131,2.2,3.4,11,17,0,**,33,30,33.3,44.7,18,46,0,**,0,12,0,**
Aurora,Arapahoe,80046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Arapahoe,80047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agate,Elbert,80101,216,66,3.2,4.1,8,11,0,**,9,9,0,100,68,37,0,37.3,27,21,0,100,54,26,15.8,19.6,31,18,0,**,19,18,0,**
Bennett,Adams,80102,4013,380,10.2,3,346,119,25,18.2,180,79,41,27.2,1365,231,9.3,5.1,938,195,6.9,3.4,842,158,5.5,5.8,192,75,14.8,22.3,150,56,0,100
Byers,Arapahoe,80103,1877,258,5.4,3.1,74,42,23.5,48.9,116,63,0,26.3,560,149,6.3,8.5,439,107,11.5,6.4,391,121,0,9.1,233,72,1.9,4.5,64,55,0,100
Castle Rock,Douglas,80104,20376,646,7.3,1.4,1371,254,8.4,7.2,1335,267,12.4,6.7,7932,477,7.9,2.3,4514,421,4.6,2.5,2862,333,8,3.6,1602,182,0,6.9,760,166,34.1,31.4
Deer Trail,Arapahoe,80105,870,140,8.3,4.5,19,15,0,100,20,15,17.6,34.6,314,89,4.8,4.4,166,53,15.3,11.1,174,51,8.7,8.6,109,35,0,51.6,68,30,0,100
Elbert,El Paso,80106,3482,378,8.8,3.5,313,132,9.1,15.5,234,93,16.9,15.1,926,193,5.3,5.1,777,152,9.6,6.8,808,177,10.2,6,248,74,4.5,6.1,176,94,0,**
Elizabeth,Elbert,80107,9024,437,7.2,2.3,698,160,33.2,21.7,411,116,8.9,13.7,2339,223,5.7,3.3,2406,222,3.4,2.1,2082,221,10.2,4.4,781,130,0,12.8,307,62,0,**
Castle Rock,Douglas,80108,17020,641,6.1,1.3,1236,285,19.9,10.7,668,183,7,5.2,5548,355,3.8,1.9,4153,372,7.1,3.1,2933,299,3.8,3.1,1852,218,8.2,6.1,630,155,0,35.1
Castle Rock,Douglas,80109,12763,566,5.7,2.6,780,236,0,11,633,263,30.4,24,5850,378,2.5,1.7,2594,344,9.4,4.5,1727,321,3,3.3,703,155,8.1,13.4,476,140,0,**
Englewood,Arapahoe,80110,16866,591,11,2,971,220,36.1,18.8,1605,275,14.6,7.3,6740,517,9,2.7,3007,292,12,4.9,2112,225,6.6,3.1,1186,208,6.4,6.6,1245,170,0,34.8
Englewood,Arapahoe,80111,23442,640,4.9,1,1804,225,19.8,10,1365,369,12.3,5.1,7563,460,3.9,1.6,5054,378,3.2,1.5,4484,318,3.7,1.9,1795,213,5.4,5,1377,253,0,15.8
Englewood,Arapahoe,80112,24367,891,5.7,1.3,1735,368,38.9,17.1,2047,322,8.6,4.7,9356,684,3.8,1.6,4487,384,4.9,2.7,3711,350,4.9,2.4,1885,237,1,1.7,1146,157,0,21.9
Englewood,Arapahoe,80113,17234,580,8.8,1.6,750,161,18.1,14.8,1267,259,16,8.1,5859,387,7.1,2.5,3384,390,8.7,3.8,3132,310,8.3,3.2,1345,177,11.5,8.2,1497,280,9.5,8.8
Franktown,Douglas,80116,3180,326,6.2,3,255,98,0,30.7,73,66,0,34.1,400,111,5.5,7.4,825,163,5.3,5,900,208,11.4,6.8,545,170,0,17,182,88,0,60.5
Kiowa,Elbert,80117,2227,264,12,4.1,105,60,14.8,24.2,83,43,28.6,26,558,109,18.9,9.9,528,121,6.5,5.9,511,128,8.1,6.2,295,102,0,41.1,147,72,0,93.8
Larkspur,Douglas,80118,4401,333,5.4,2,301,117,0,30.7,157,76,3.6,6.1,864,187,1.5,1.9,1169,189,4.5,3.2,1221,187,11,5,479,114,0,27.4,210,81,0,100
Littleton,Arapahoe,80120,24079,446,9.6,1.4,1479,210,32.9,13,1582,272,16.4,6.3,7260,427,9.3,2.3,4433,346,4.5,1.7,4070,330,8.6,2.6,2579,239,15,10,2676,241,0,13.9
Littleton,Arapahoe,80121,14627,478,7.2,1.6,739,151,27.1,23.4,735,200,6.7,7.4,4064,319,9.4,3.5,2679,277,1.2,1.1,2716,281,9,5.3,2035,234,4.1,3.8,1659,206,4.2,7.9
Littleton,Arapahoe,80122,24750,528,7.2,1.4,1393,232,30.6,12.7,1243,231,12.8,9,6967,381,6.7,2.4,5478,416,3,1.5,4695,367,7,2.4,2887,295,8.9,5.5,2087,255,19.1,15.6
Littleton,Jefferson,80123,35804,950,6.5,1.2,2120,285,27.6,9.5,2495,369,9.1,4,11742,618,4.9,1.4,6922,489,6.5,3,6531,424,5.2,2.1,3618,303,4,3.6,2376,224,0,18.8
Littleton,Douglas,80124,13908,480,5.1,1.3,878,203,19.6,10.7,956,248,10.3,7.5,5586,373,2.8,1.6,2993,280,3.2,2.2,2078,266,7.3,4.1,1018,172,10.8,10.1,399,115,0,39.6
Littleton,Douglas,80125,7338,367,6.5,2.3,491,145,37.6,34,235,99,23.6,15.8,2867,384,2.8,2.1,1732,266,3.2,2.5,1223,203,15.5,8.6,554,153,8.2,10.5,236,87,0,**
Littleton,Douglas,80126,29331,685,4.9,0.9,2348,327,23.2,8.1,1378,216,7.2,5.7,11171,530,3.2,1.3,7380,428,3.9,1.8,4457,396,5.6,2.2,1586,209,1.1,1.6,1011,159,0,34.8
Littleton,Jefferson,80127,34756,694,5.6,0.9,2820,296,28.6,8.3,2044,285,8.1,4.8,10475,436,4.6,1.6,8854,470,2.3,1,6492,439,6.3,2.2,2657,270,3.9,3.8,1414,196,0,36.3
Littleton,Jefferson,80128,29206,777,7.3,1.3,2165,326,17.2,7.6,1892,326,17.6,7,9257,578,5.8,1.9,6752,487,4,1.5,5020,490,9.6,3.6,2517,255,2,2.3,1603,205,6.7,14.6
Littleton,Douglas,80129,20324,563,4.4,1,1420,235,21.6,12.2,1152,270,6.7,6.4,8336,453,3.5,1.6,4311,293,4.3,2.2,2824,284,1.3,1.5,1306,164,12.5,12.5,975,173,0,31.8
Littleton,Douglas,80130,20424,538,5.7,1.3,1214,243,29.5,16,790,205,2.4,4.3,9682,504,5,1.8,3700,341,5.7,3,2618,285,4.8,2.5,1608,220,1.5,2.2,812,150,15.4,22.8
Louviers,Douglas,80131,114,96,0,60.5,0,12,0,**,0,12,0,**,11,15,0,100,14,20,0,100,37,40,0,98.9,42,50,0,100,10,16,0,**
Monument,El Paso,80132,15431,723,6.3,1.6,1264,227,20,11.8,856,305,7,8,3714,328,5.7,3.8,4318,464,4.4,2.4,2949,369,7.2,4.1,1525,290,3.9,6.4,805,234,0,32.4
Palmer Lake,El Paso,80133,1629,221,5,3.8,26,29,0,100,27,25,0,76.6,662,188,2.6,3.2,378,121,4.6,4.8,336,108,11.3,14.4,116,68,0,49.4,84,64,0,**
Parker,Douglas,80134,41644,1023,5.5,0.9,2990,406,16.3,7.3,2608,485,13.2,5.4,17808,839,4,1.1,9218,520,4.6,1.4,5571,432,5.9,2.8,2137,317,6.3,4.9,1312,212,8.9,16.3
Sedalia,Douglas,80135,3071,403,10.8,3.8,212,104,19.7,23.2,101,57,0,44.2,503,158,15,9.4,846,219,8.1,6.1,790,172,10.1,6.5,390,122,0,30.2,229,78,100,100
Strasburg,Adams,80136,3985,352,7,3,381,121,29.3,27.4,136,73,10.9,17,1490,196,5.6,5.4,915,186,5.8,5.9,607,151,9.5,6,302,120,0,32.9,154,74,0,100
Watkins,Adams,80137,991,232,6.5,4.7,189,68,26.5,26.7,43,45,23.3,18.2,170,93,0,20.2,237,103,2.1,4.5,155,89,13.2,13.8,112,63,0,50.9,85,55,0,**
Parker,Douglas,80138,22458,626,5.3,1.3,1775,287,15.5,8.8,1334,318,15.9,10.5,7436,471,4.1,1.6,5833,438,2.9,1.5,3595,399,5.2,3.2,1617,251,5.8,5.2,868,210,0,55.1
Englewood,Arapahoe,80150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Englewood,Arapahoe,80151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Englewood,Arapahoe,80155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Jefferson,80162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Douglas,80163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80202,10631,798,6.7,3,258,169,41.8,35.4,1583,409,0,2.5,5543,651,4.3,2.7,1237,268,16.2,12.2,1175,172,18.8,15.1,551,129,18.5,21.6,284,95,0,54.1
Denver,Denver,80203,19041,820,4.6,1.2,76,67,54.5,54.5,2913,424,2.1,1.7,10938,569,5,1.5,1884,371,4.2,3.7,1833,333,4.8,3.1,873,174,12,17.1,524,130,0,45.8
Denver,Denver,80204,23559,938,11.1,2.2,1625,309,20.7,12.1,2883,345,14.3,5.5,10688,717,10.1,2.6,2922,390,13,5.3,2709,318,6.8,3,1590,173,5.9,6.2,1142,168,16,20.3
Denver,Denver,80205,23906,959,12.5,2,993,227,38,18.9,2004,466,19,8.3,12377,651,8.6,1.8,3661,533,20.9,6,2426,286,15.1,7.1,1234,197,0,12.9,1211,172,25.3,20.5
Denver,Denver,80206,19295,576,5.3,1.1,320,102,15.6,22.9,1741,298,4.5,3,8769,540,3.9,1.3,2771,343,8.7,3.8,2987,323,6.4,3.3,1746,241,7.8,6.5,961,151,0,34.4
Denver,Denver,80207,16652,742,11.1,2,823,212,66.3,22,1007,210,17.8,10.7,6718,545,9.3,2.5,2818,306,12.5,5.6,2416,298,5.5,3.7,1586,251,6.7,7.7,1284,205,0,38.3
Denver,Denver,80208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80209,19503,743,5.3,1.5,449,173,6,9.5,1043,297,4.8,5.8,9301,577,4.5,1.6,2674,359,8.6,4.5,3120,372,5.6,3.4,1643,253,3.6,4.1,1273,204,0,40.7
Denver,Denver,80210,30496,863,7.1,1.2,2595,353,19.2,10.1,3784,608,5.3,2.9,12551,754,6.4,1.8,4379,358,8,3.1,3753,346,6.3,2.8,1817,227,5,4.2,1617,197,0,45.2
Denver,Denver,80211,27897,1042,8.8,1.6,1295,327,16.7,10.4,1975,409,20.1,8.5,14533,733,7.9,1.8,3735,404,6.3,3,3056,353,6.9,3.5,1721,214,10,7.3,1582,251,0,35.7
Denver,Denver,80212,15627,750,8.3,1.9,515,176,23.4,20.7,889,277,16.7,11.6,7013,470,4.6,1.5,2522,371,12.7,6,2250,302,8.8,5.5,1327,217,18,13.1,1111,210,10.3,15.4
Denver,Jefferson,80214,20532,940,11.3,2.2,1138,304,52.3,22.7,2007,391,9.6,6.7,8186,687,8.7,2.9,3515,399,15.3,5,2800,358,5,3.4,1301,222,6.9,10.9,1585,204,32.1,47.5
Denver,Jefferson,80215,15029,645,10.6,2.7,748,166,21,16.3,1318,283,21.6,10.7,4287,417,9.3,3.2,2576,320,6.7,3,2907,278,10.7,5.3,1531,211,4.6,5.3,1662,177,5.3,8.7
Denver,Denver,80216,8317,726,15,4,743,192,12.4,12.3,1209,350,17.7,10.4,3586,417,13.8,5,1218,209,17.9,7.9,900,153,13.6,10.3,391,97,10.4,16.7,270,88,0,89.4
Denver,Denver,80217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80218,17171,704,6.8,1.6,435,166,9.6,19.7,1804,328,11.2,7.4,8764,701,5,1.9,1883,283,10.8,5.5,2462,326,5.9,4.4,1004,165,12.9,10.8,819,169,0,59.3
Denver,Denver,80219,45994,1238,12.8,1.6,3800,403,33.3,8.3,4607,517,14.3,4.1,19519,773,13.2,2.2,7073,526,9.3,2.9,5379,418,9,3.7,3062,235,4.5,6.2,2554,273,0,19.1
Denver,Denver,80220,28157,1098,7.7,1.8,1585,312,41.8,16.8,2163,457,20.1,7.7,12028,882,5.5,2.1,4745,483,7.2,3.2,4147,344,3.5,2.7,2147,281,0.5,1.1,1342,224,0,32.9
Denver,Adams,80221,31115,914,11.9,1.8,2145,382,26.5,8.3,3071,425,17.7,5.4,12476,621,10.3,2.2,5341,494,10.1,3.8,4036,386,8.4,3.5,1997,217,22.2,13.4,2049,222,0,25.9
Denver,Denver,80222,17151,671,11.2,2.2,797,225,38.9,17,1860,345,12.1,6.2,6341,537,9.7,2.9,2547,303,11,4.3,2540,270,9.2,4.3,1164,176,5.4,5.7,1902,226,0,46.9
Denver,Denver,80223,13365,798,10.3,2.8,833,215,18.6,13.9,1210,330,13.1,8.4,5639,535,8.7,3.2,2101,385,14,8.6,1951,291,8.3,5.2,911,186,4.2,5.6,720,151,23.7,36.8
Denver,Denver,80224,13753,670,8.7,2.4,368,134,13.6,20.1,704,194,12.5,10.3,4715,486,9.4,4.1,1966,293,11.6,7,2382,364,3.9,2.9,1509,215,7.6,6.2,2109,234,0,13.3
Denver,Jefferson,80225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Jefferson,80226,24956,699,8.4,1.7,1838,288,32.7,10.2,2015,380,9.3,5.4,9293,554,6.6,2.4,3414,381,6.3,3.2,3630,354,8.2,3.2,2467,288,3.4,3.9,2299,277,12.2,16.8
Denver,Jefferson,80227,27277,846,9.1,1.4,1586,308,21,12.1,2621,355,17.2,5.8,9204,621,7.8,2.4,4820,391,6.5,2.1,4257,364,8.1,2.6,2808,232,7.6,4.4,1981,223,7.3,10.5
Denver,Jefferson,80228,25475,618,8.4,1.5,1329,228,23.3,12.6,2563,316,13.6,5.3,8093,556,6.1,2.3,5200,421,6.9,2.4,4177,381,9.8,3.2,2568,225,9.6,6.6,1545,217,0,29.7
Denver,Adams,80229,37003,1150,10.7,1.5,2751,423,29,9.2,3972,500,13.3,4.2,15585,804,8.1,1.7,6441,483,12.5,3.4,4485,469,8.8,4.2,2040,242,14,11.2,1729,242,19.5,25.2
Denver,Denver,80230,6113,336,3.9,2.5,265,144,0,16.6,320,141,3.5,5.7,3012,340,5.4,4.1,966,190,2.7,3.9,867,214,0,4.5,327,98,7.5,12.6,356,114,0,100
Denver,Denver,80231,27943,1190,7.5,1.8,1121,329,28,15.5,2351,444,8.2,5.4,12184,867,6.4,2.4,4571,652,5.5,2.9,3813,448,7.9,4.6,2050,312,17.7,9,1853,323,0,19.9
Denver,Jefferson,80232,17597,567,9.2,2,769,180,30.3,17,1343,300,15.9,8.5,5874,480,9,3.2,2832,371,6.4,2.4,3105,313,7,3.4,1940,280,3.8,5.2,1734,239,19.6,19.7
Denver,Adams,80233,35289,976,9.3,1.4,2394,365,32.7,8.3,3364,425,14.3,5.6,14682,810,9.6,2,6152,422,4.4,1.4,4628,357,4.2,2.5,2145,308,9.3,9.9,1924,300,0,29.7
Denver,Adams,80234,20302,871,9.1,1.6,1314,263,33.8,10.8,1753,346,10,7.8,8320,622,7.1,2.3,3668,410,7.9,3.2,2859,357,8.1,4.4,1554,230,15.5,9.8,834,169,0,93.8
Denver,Jefferson,80235,7685,454,7.5,3.1,412,151,20.6,20.6,631,179,11.7,9.7,3053,374,6.7,4.6,1454,202,7.5,4.6,1037,193,3.6,3.5,637,115,9.7,11.9,461,115,21.9,32.4
Denver,Denver,80236,13119,666,8.5,2.3,746,195,2.7,4.1,1127,245,14.1,8.5,4996,530,4.7,2.1,2252,333,13.9,6.1,1734,238,12.9,6.2,1058,193,0,21.3,1206,192,0,33.8
Denver,Denver,80237,15568,641,4.9,1.4,663,227,14.4,11.5,1109,280,0,3.4,6405,663,2.7,1.6,2354,270,9.6,5.5,2315,283,7.2,3.9,1314,271,4.1,4.3,1408,214,0,19
Denver,Denver,80238,7519,417,3.7,1.4,70,48,0,76.6,67,44,20.9,31.3,5444,400,2.9,1.5,1008,235,1.5,2.2,544,164,11.3,9.2,295,112,24.7,21.9,91,55,0,**
Denver,Denver,80239,29028,1254,13.2,2.1,2705,335,40.5,10.6,3109,392,21.8,7.1,13421,794,10.5,2.6,4616,469,11.5,3.6,2952,362,4.8,3,1348,240,5.3,9.4,877,200,0,36.3
Denver,Adams,80241,24497,778,6.9,1.5,1749,299,24.8,8.8,2127,381,14.5,8,9869,611,5.2,1.7,5203,406,6.6,2.9,3173,364,1.5,1.7,1536,227,9.3,10.6,840,247,0,31.8
Denver,Denver,80243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80246,10971,522,7.5,1.8,355,131,11.5,14.2,1741,345,5.5,4.6,4957,507,7.2,2.5,1447,256,16.2,7.5,1180,234,2.5,2.9,746,177,0,12.6,545,127,0,85.6
Denver,Arapahoe,80247,21429,917,8.3,2,1023,301,45.6,23.4,1826,322,9.6,6.5,8814,603,7.1,2.8,2931,460,6.5,3.3,2543,309,6.5,4.2,2105,301,5.7,4.8,2187,248,0,22.8
Denver,Denver,80248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80249,18013,1097,7,2.1,1220,301,15.7,18.2,1316,321,12.8,7.3,8985,583,5.6,2.3,2940,389,8.6,5.2,2067,344,6.8,5.7,802,181,0,11.4,683,510,0,35.7
Denver,Denver,80250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Adams,80260,23435,1031,10.5,1.8,1487,364,36.8,12.2,2565,424,10.5,4.3,9516,562,9.2,2.5,3630,480,9.4,4.4,2679,365,8.8,4.8,1968,250,6.7,6.6,1590,235,26.8,33.3
Denver,Denver,80261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80264,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**
Denver,Denver,80265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80290,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**
Denver,Denver,80291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80293,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**
Denver,Denver,80294,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**,0,12,0,**
Denver,Denver,80295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
